thread_id,doc_id,fecha,familia
H0000,1053,2026-01-30,-1
H0000,1153,2026-01-30,-1
H0000,1839,2026-01-30,5
H0000,1909,2026-01-30,-1
H0000,1910,2026-01-30,-1
H0000,1911,2026-01-30,13
H0000,1912,2026-01-30,13
H0000,1913,2026-01-30,13
H0000,1915,2026-01-30,-1
H0000,1980,2026-01-30,-1
H0000,1988,2026-01-30,-1
H0000,1990,2026-01-30,13
H0000,1998,2026-01-30,-1
H0000,5427,2026-02-02,2
H0000,1229,2026-02-03,13
H0000,5079,2026-02-05,2
H0000,1877,2026-02-07,13
H0000,5436,2026-02-08,2
H0000,1831,2026-02-10,14
H0000,1147,2026-02-11,25
H0000,2057,2026-02-11,0
H0000,1460,2026-02-12,22
H0000,2030,2026-02-12,-1
H0000,2039,2026-02-12,-1
H0000,2040,2026-02-12,-1
H0000,2041,2026-02-12,-1
H0000,2042,2026-02-12,-1
H0000,2044,2026-02-12,-1
H0000,2045,2026-02-12,-1
H0000,2046,2026-02-12,25
H0000,2047,2026-02-12,-1
H0000,2050,2026-02-12,-1
H0000,2053,2026-02-12,-1
H0000,2054,2026-02-12,-1
H0000,2056,2026-02-12,-1
H0000,2060,2026-02-12,-1
H0000,2061,2026-02-12,-1
H0000,2063,2026-02-12,-1
H0000,2066,2026-02-12,-1
H0000,2067,2026-02-12,-1
H0000,4405,2026-02-12,2
H0000,1048,2026-02-13,25
H0000,2031,2026-02-13,-1
H0000,2032,2026-02-13,11
H0000,2033,2026-02-13,11
H0000,2037,2026-02-13,-1
H0001,3349,2016-06-28,12
H0001,3507,2017-04-05,4
H0001,3386,2017-06-19,23
H0001,9013,2017-10-12,1
H0001,9012,2018-01-04,12
H0001,3369,2018-01-22,9
H0001,2499,2018-04-02,1
H0001,2884,2018-04-02,1
H0001,17631,2018-05-17,1
H0001,19478,2018-06-08,1
H0001,2875,2018-06-08,1
H0001,10052,2018-08-22,4
H0001,10002,2018-08-23,4
H0001,631,2018-08-24,12
H0001,13805,2018-08-24,3
H0001,876,2018-08-24,4
H0001,3375,2018-08-27,9
H0001,3141,2018-08-28,4
H0001,10051,2018-08-29,4
H0001,18447,2018-08-29,12
H0001,3189,2018-09-01,4
H0001,9006,2018-09-03,4
H0001,10154,2018-09-03,4
H0001,19230,2018-09-04,4
H0001,11936,2018-09-05,3
H0001,3006,2018-09-05,9
H0001,617,2018-09-06,27
H0001,1542,2018-09-06,13
H0001,3362,2018-09-06,9
H0001,816,2018-09-07,9
H0001,3379,2018-09-07,9
H0001,18432,2018-09-08,4
H0001,3001,2018-09-08,9
H0001,3133,2018-09-09,4
H0001,3356,2018-09-10,9
H0001,3164,2018-09-13,-1
H0001,19517,2018-09-14,9
H0001,10053,2018-09-16,15
H0001,3084,2018-09-21,4
H0001,10029,2018-09-24,12
H0001,3183,2018-09-25,3
H0001,3393,2018-09-27,9
H0001,630,2018-10-01,12
H0001,11800,2018-10-04,23
H0001,3010,2018-10-05,9
H0001,3374,2018-10-08,9
H0001,3174,2018-10-12,4
H0001,9008,2018-11-08,0
H0001,3138,2018-11-16,4
H0001,19249,2018-12-18,12
H0001,10005,2019-01-07,4
H0001,18440,2019-02-07,4
H0001,13801,2019-02-08,9
H0001,3456,2019-02-21,4
H0001,17439,2019-05-13,4
H0001,520,2019-05-28,4
H0001,3104,2019-05-28,4
H0001,3462,2019-05-28,4
H0001,3091,2019-05-29,4
H0001,5191,2019-06-04,1
H0001,16508,2019-06-05,0
H0001,5157,2019-06-06,2
H0001,16529,2019-06-07,0
H0001,2992,2019-06-26,4
H0001,9021,2019-07-12,9
H0001,869,2019-07-15,1
H0001,2556,2019-07-23,1
H0001,18431,2019-07-26,4
H0001,3440,2019-07-29,9
H0001,426,2019-07-30,1
H0001,8644,2019-07-30,22
H0001,10161,2019-07-30,12
H0001,3028,2019-07-30,1
H0001,3002,2019-08-02,4
H0001,482,2019-08-10,4
H0001,3079,2019-08-20,3
H0001,3096,2019-08-21,9
H0001,2889,2019-08-29,1
H0001,2255,2019-08-30,1
H0001,2891,2019-08-30,1
H0001,9026,2019-09-07,9
H0001,3287,2019-09-09,1
H0001,2997,2019-09-10,4
H0001,3473,2019-09-16,4
H0001,914,2019-09-25,4
H0001,3472,2019-09-27,9
H0001,2522,2019-10-04,1
H0001,867,2019-10-09,4
H0001,6732,2019-10-14,3
H0001,6720,2019-10-16,3
H0001,480,2019-10-17,1
H0001,7227,2019-10-22,3
H0001,23540,2019-10-29,1
H0001,3176,2019-11-13,4
H0001,19883,2019-12-06,12
H0001,2894,2019-12-09,1
H0001,2900,2019-12-11,1
H0001,2507,2019-12-30,1
H0001,2824,2019-12-31,1
H0001,2254,2020-01-13,1
H0001,6750,2020-02-18,3
H0001,2999,2020-02-20,9
H0001,3108,2020-02-20,4
H0001,571,2020-03-04,1
H0001,2483,2020-03-04,1
H0001,2995,2020-03-05,1
H0001,9005,2020-04-30,0
H0001,3185,2020-05-27,4
H0001,910,2020-06-02,4
H0001,731,2020-07-30,1
H0001,5146,2020-08-04,1
H0001,3187,2020-08-20,4
H0001,3083,2020-08-24,4
H0001,3364,2020-08-29,23
H0001,3365,2020-08-31,23
H0001,3136,2020-09-09,4
H0001,7255,2020-10-14,-1
H0001,418,2020-10-29,1
H0001,2937,2020-11-10,9
H0001,2516,2020-11-28,1
H0001,5196,2020-12-29,1
H0001,2244,2020-12-29,1
H0001,2257,2020-12-29,1
H0001,2264,2020-12-29,1
H0001,2505,2020-12-29,1
H0001,5156,2020-12-30,1
H0001,3302,2021-04-20,4
H0001,5528,2021-04-28,1
H0001,5529,2021-04-28,1
H0001,573,2021-04-29,1
H0001,2904,2021-04-29,1
H0001,3025,2021-06-01,4
H0001,427,2021-06-04,9
H0001,2941,2021-06-05,4
H0001,3469,2021-06-08,9
H0001,13798,2021-06-10,3
H0001,3109,2021-06-14,4
H0001,3027,2021-06-16,23
H0001,3444,2021-06-17,9
H0001,5143,2021-06-22,1
H0001,3359,2021-07-06,9
H0001,5139,2021-07-07,1
