doc_i,doc_j,dias,s_ref,s_emb,w
3244,3268,126,0.4138,0.9169,0.5647
3244,3271,344,0.4138,0.8153,0.5343
3244,3272,329,0.4138,0.8627,0.5485
3244,3273,83,0.4138,0.7908,0.5269
3244,3274,345,0.4138,0.7614,0.5181
3244,3275,347,0.4138,0.9357,0.5704
3244,3277,334,0.4138,0.9061,0.5615
3244,3278,1,0.4138,0.907,0.5618
3244,3279,346,0.4138,0.8936,0.5578
3244,3281,344,0.4138,0.8912,0.557
3244,3282,293,0.4138,0.8657,0.5494
3244,3283,84,0.4138,0.8127,0.5335
3244,3284,2,0.4138,0.9538,0.5758
3244,6723,318,0.4138,0.863,0.5486
3244,6724,1,0.4138,0.7665,0.5196
3244,6727,344,0.4138,0.8589,0.5473
3244,6735,118,0.4138,0.9253,0.5673
3244,6736,347,0.4138,0.8942,0.5579
3244,6737,347,0.4138,0.8952,0.5582
3244,6739,341,0.4138,0.8876,0.556
3244,6740,347,0.2656,0.9249,0.4634
3244,6742,347,0.4138,0.8088,0.5323
3244,6743,343,0.4138,0.9365,0.5706
3244,6746,1,0.4138,0.8802,0.5537
3244,7224,344,0.4138,0.8728,0.5515
3244,7229,48,0.4138,0.8866,0.5557
3244,7232,299,0.4138,0.9494,0.5745
3244,7233,181,0.4138,0.8757,0.5524
3244,7234,294,0.4138,0.8526,0.5454
3244,7237,40,0.4138,0.9088,0.5623
3245,3246,350,0.6138,0.9409,0.712
3245,3247,337,0.4138,0.9242,0.5669
3245,3248,2,0.4138,0.9249,0.5671
3245,3250,1,0.4138,0.915,0.5642
3245,3253,347,0.4138,0.9187,0.5653
3245,3256,3,0.2656,0.8929,0.4538
3245,3257,4,0.5209,0.9538,0.6508
3245,3259,52,0.5651,0.8144,0.6399
3245,3260,334,0.6138,0.9005,0.6998
3245,3262,768,0.5209,0.8774,0.6278
3245,3265,347,0.3727,0.9534,0.5469
3245,3266,1,0.5209,0.9036,0.6357
3245,3271,2,0.4138,0.895,0.5582
3245,3272,17,0.4138,0.9137,0.5638
3245,3273,263,0.4138,0.8365,0.5406
3245,3274,1,0.4138,0.8522,0.5453
3245,3275,1,0.5209,0.9236,0.6417
3245,3277,12,0.6138,0.9323,0.7094
3245,3278,347,0.4138,0.9471,0.5738
3245,3281,2,0.5209,0.8169,0.6097
3245,3282,53,0.5651,0.8491,0.6503
3245,3283,262,0.5209,0.8453,0.6182
3245,3284,348,0.6138,0.9296,0.7086
3245,6721,12,0.2656,0.9121,0.4596
3245,6723,28,0.5209,0.9245,0.642
3245,6724,347,0.5209,0.847,0.6187
3245,6725,177,0.2656,0.9204,0.4621
3245,6727,2,0.6138,0.9511,0.715
3245,6732,978,0.5209,0.9457,0.6483
3245,6735,464,0.5209,0.8751,0.6272
3245,6736,1,0.6138,0.8864,0.6956
3245,6737,1,0.5209,0.8769,0.6277
3245,6739,5,0.5209,0.8711,0.626
3245,6740,1,0.2656,0.9442,0.4692
3245,6742,1,0.5209,0.9063,0.6365
3245,6743,3,0.4138,0.9156,0.5644
3245,6746,347,0.4138,0.905,0.5612
3245,7224,2,0.4138,0.9115,0.5631
3245,7227,970,0.6138,0.8865,0.6956
3245,7229,394,0.6138,0.8443,0.683
3245,7232,47,0.5209,0.849,0.6193
3245,7233,165,0.5651,0.8271,0.6437
3245,7234,52,0.4138,0.8437,0.5428
3245,7235,347,0.3727,0.9093,0.5337
3245,7236,807,0.6138,0.8146,0.6741
3245,7237,306,0.6138,0.8622,0.6883
3246,3247,13,0.4138,0.9093,0.5625
3246,3248,348,0.4138,0.9454,0.5733
3246,3250,351,0.4138,0.9177,0.565
3246,3253,3,0.4138,0.9311,0.569
3246,3255,350,0.4138,0.8974,0.5589
3246,3257,346,0.5209,0.9443,0.6479
3246,3259,298,0.5651,0.8524,0.6513
3246,3260,16,0.6138,0.9255,0.7073
3246,3262,418,0.5209,0.8995,0.6345
3246,3265,3,0.3727,0.9079,0.5333
3246,3266,351,0.5209,0.9338,0.6448
3246,3268,122,0.4138,0.8806,0.5538
3246,3271,348,0.4138,0.8709,0.5509
3246,3272,333,0.4138,0.9303,0.5688
3246,3273,87,0.4138,0.8483,0.5442
3246,3274,349,0.4138,0.82,0.5357
3246,3275,351,0.5209,0.9317,0.6441
3246,3277,338,0.6138,0.9333,0.7097
3246,3278,3,0.4138,0.9414,0.5721
3246,3279,350,0.4138,0.9256,0.5674
3246,3280,288,0.2995,0.8347,0.4601
3246,3281,348,0.5209,0.8365,0.6156
3246,3282,297,0.5651,0.8982,0.6651
3246,3283,88,0.5209,0.8587,0.6222
3246,3284,2,0.6138,0.9703,0.7208
3246,6721,338,0.2656,0.8827,0.4507
3246,6723,322,0.5209,0.9282,0.6431
3246,6724,3,0.5209,0.8145,0.609
3246,6725,173,0.2656,0.9227,0.4627
3246,6727,348,0.6138,0.9241,0.7069
3246,6735,114,0.5209,0.9146,0.639
3246,6736,351,0.6138,0.9131,0.7036
3246,6737,351,0.5209,0.8747,0.6271
3246,6739,345,0.5209,0.9023,0.6353
3246,6740,351,0.2656,0.942,0.4685
3246,6742,351,0.5209,0.8697,0.6255
3246,6743,347,0.4138,0.9212,0.566
3246,6746,3,0.4138,0.8884,0.5562
3246,7224,348,0.4138,0.9073,0.5618
3246,7229,44,0.6138,0.8717,0.6912
3246,7232,303,0.5209,0.8866,0.6306
3246,7233,185,0.5651,0.867,0.6557
3246,7234,298,0.4138,0.8499,0.5447
3246,7235,3,0.3727,0.9179,0.5363
3246,7236,457,0.6138,0.8402,0.6817
3246,7237,44,0.6138,0.8937,0.6978
3247,3248,335,0.4138,0.896,0.5585
3247,3250,338,0.4138,0.9032,0.5606
3247,3253,10,0.6138,0.9278,0.708
3247,3255,337,0.4138,0.8616,0.5482
3247,3256,334,0.2656,0.9153,0.4605
3247,3257,333,0.4138,0.9611,0.578
3247,3259,285,0.4138,0.8393,0.5415
3247,3260,3,0.4138,0.8885,0.5562
3247,3265,10,0.2656,0.9529,0.4718
3247,3266,338,0.4138,0.8882,0.5561
3247,3268,135,0.4138,0.857,0.5468
3247,3271,335,0.4138,0.9398,0.5716
3247,3272,320,0.4138,0.9376,0.571
3247,3273,74,0.4138,0.8477,0.544
3247,3274,336,0.4138,0.9255,0.5673
3247,3275,338,0.4138,0.8825,0.5544
3247,3277,325,0.4138,0.9207,0.5659
3247,3278,10,0.4138,0.9657,0.5794
3247,3279,337,0.4138,0.9444,0.573
3247,3281,335,0.4138,0.8074,0.5319
3247,3282,284,0.4138,0.8426,0.5425
3247,3283,75,0.4138,0.8592,0.5474
3247,3284,11,0.4138,0.9012,0.56
3247,6719,330,0.2656,0.9012,0.4563
3247,6721,325,0.2656,0.9617,0.4745
3247,6723,309,0.4138,0.9273,0.5679
3247,6724,10,0.4138,0.9062,0.5615
3247,6725,160,0.2656,0.9484,0.4705
3247,6727,335,0.4138,0.951,0.575
3247,6735,127,0.4138,0.8956,0.5583
3247,6736,338,0.4138,0.944,0.5729
3247,6737,338,0.4138,0.8493,0.5445
3247,6739,332,0.4138,0.8988,0.5593
3247,6740,338,0.2656,0.9081,0.4584
3247,6742,338,0.4138,0.9195,0.5655
3247,6743,334,0.4138,0.8985,0.5592
3247,6746,10,0.4138,0.9402,0.5717
3247,7224,335,0.4138,0.9165,0.5646
3247,7229,57,0.4138,0.8451,0.5432
3247,7232,290,0.4138,0.8365,0.5406
3247,7233,172,0.4138,0.7976,0.5289
3247,7234,285,0.6138,0.8476,0.684
3247,7235,10,0.2656,0.903,0.4568
3247,7237,31,0.4138,0.8347,0.5401
3248,3250,3,0.4138,0.9229,0.5665
3248,3253,345,0.4138,0.925,0.5672
3248,3255,2,0.4138,0.8896,0.5566
3248,3257,2,0.4138,0.9337,0.5698
3248,3259,50,0.4138,0.8404,0.5418
3248,3260,332,0.4138,0.9348,0.5701
3248,3263,217,0.3272,0.8378,0.4804
3248,3266,3,0.4138,0.9309,0.5689
3248,3272,15,0.4138,0.9229,0.5665
3248,3273,261,0.4138,0.8367,0.5407
3248,3274,1,0.4138,0.8022,0.5303
3248,3275,3,0.4138,0.9289,0.5683
3248,3277,10,0.4138,0.9354,0.5703
3248,3278,345,0.4138,0.9276,0.5679
3248,3279,2,0.4138,0.9191,0.5654
3248,3282,51,0.4138,0.8941,0.5579
3248,3283,260,0.4138,0.8616,0.5482
3248,3284,346,0.4138,0.9458,0.5734
3248,3465,769,0.5929,0.8365,0.6659
3248,6719,5,0.4447,0.8662,0.5711
3248,6723,26,0.4138,0.9183,0.5652
3248,6724,345,0.4138,0.8,0.5297
3248,6725,175,0.2656,0.8994,0.4558
3248,6736,3,0.4138,0.9003,0.5598
3248,6737,3,0.4138,0.8765,0.5526
3248,6739,3,0.4138,0.8909,0.5569
3248,6740,3,0.2656,0.9444,0.4693
3248,6742,3,0.4138,0.8567,0.5467
3248,6743,1,0.5929,0.9207,0.6912
3248,6746,345,0.4138,0.867,0.5498
3248,7232,45,0.4138,0.8811,0.554
3248,7233,163,0.4138,0.883,0.5546
3248,7234,50,0.4138,0.869,0.5504
3248,7235,345,0.2656,0.8853,0.4515
3248,7237,304,0.4138,0.8855,0.5553
3249,3255,14,0.313,0.9282,0.4976
3249,3266,15,0.313,0.9383,0.5006
3249,6715,10,0.6038,0.9154,0.6972
3249,6722,10,0.7686,0.9119,0.8116
3249,6739,9,0.313,0.9225,0.4959
3249,6743,11,0.313,0.9553,0.5057
3250,3253,348,0.4138,0.9199,0.5656
3250,3255,1,0.4138,0.9073,0.5619
3250,3257,5,0.4138,0.9428,0.5725
3250,3259,53,0.4138,0.8528,0.5455
3250,3260,335,0.4138,0.9116,0.5631
3250,3265,348,0.2656,0.8909,0.4532
3250,3271,3,0.4138,0.8835,0.5547
3250,3272,18,0.4138,0.8824,0.5544
3250,3273,264,0.4138,0.8097,0.5326
3250,3274,2,0.4138,0.8224,0.5364
3250,3277,13,0.4138,0.9305,0.5688
3250,3278,348,0.4138,0.9291,0.5684
3250,3279,1,0.4138,0.9361,0.5705
3250,3281,3,0.4138,0.8554,0.5463
3250,3282,54,0.4138,0.8612,0.548
3250,3283,263,0.4138,0.8273,0.5379
3250,3284,349,0.4138,0.9319,0.5692
3250,6721,13,0.2656,0.8839,0.4511
3250,6723,29,0.4138,0.8867,0.5557
3250,6724,348,0.4138,0.8188,0.5353
3250,6725,178,0.2656,0.8937,0.454
3250,6727,3,0.4138,0.9314,0.5691
3250,6739,6,0.4138,0.9107,0.5629
3250,6743,4,0.4138,0.933,0.5696
3250,6746,348,0.4138,0.9082,0.5621
3250,7224,3,0.4138,0.9331,0.5696
3250,7232,48,0.4138,0.8959,0.5584
3250,7233,166,0.4138,0.8683,0.5502
3250,7234,53,0.4138,0.9214,0.5661
3250,7237,307,0.4138,0.8666,0.5497
3252,3254,348,0.5,0.916,0.6248
3253,3255,347,0.4138,0.9124,0.5634
3253,3256,344,0.2656,0.8813,0.4503
3253,3257,343,0.4138,0.9412,0.572
3253,3259,295,0.4138,0.8613,0.5481
3253,3260,13,0.4138,0.9526,0.5754
3253,3266,348,0.4138,0.9288,0.5683
3253,3268,125,0.4138,0.919,0.5654
3253,3271,345,0.4138,0.8802,0.5537
3253,3272,330,0.4138,0.9161,0.5645
3253,3273,84,0.4138,0.8465,0.5436
3253,3274,346,0.4138,0.8326,0.5395
3253,3275,348,0.4138,0.9315,0.5691
3253,3277,335,0.4138,0.9198,0.5656
3253,3279,347,0.4138,0.9314,0.5691
3253,3281,345,0.4138,0.882,0.5543
3253,3282,294,0.4138,0.8731,0.5516
3253,3283,85,0.4138,0.86,0.5477
3253,3284,1,0.4138,0.9489,0.5743
3253,6721,335,0.2656,0.8929,0.4538
3253,6723,319,0.4138,0.9022,0.5603
3253,6725,170,0.2656,0.9112,0.4593
3253,6727,345,0.4138,0.9136,0.5638
3253,6735,117,0.4138,0.9405,0.5718
3253,6736,348,0.4138,0.9177,0.565
3253,6737,348,0.4138,0.9024,0.5604
3253,6739,342,0.4138,0.8979,0.559
3253,6740,348,0.2656,0.9366,0.4669
3253,6742,348,0.4138,0.8826,0.5545
3253,6743,344,0.4138,0.9437,0.5728
3253,7224,345,0.4138,0.8948,0.5581
3253,7229,47,0.4138,0.8653,0.5493
3253,7232,300,0.4138,0.8966,0.5586
3253,7233,182,0.4138,0.8745,0.552
3253,7234,295,0.6138,0.8725,0.6914
3253,7237,41,0.4138,0.8872,0.5558
3255,3257,4,0.4138,0.8958,0.5584
3255,3259,52,0.4138,0.8318,0.5392
3255,3260,334,0.4138,0.9198,0.5656
3255,3266,1,0.5786,0.9517,0.6906
3255,3271,2,0.4138,0.8141,0.5339
3255,3272,17,0.4138,0.8377,0.541
3255,3273,263,0.4138,0.7566,0.5167
3255,3274,1,0.4138,0.7747,0.5221
3255,3275,1,0.4138,0.9514,0.5751
3255,3277,12,0.4138,0.913,0.5636
3255,3278,347,0.4138,0.8918,0.5572
3255,3281,2,0.4138,0.9014,0.5601
3255,3282,53,0.4138,0.8329,0.5395
3255,3283,262,0.4138,0.784,0.5249
3255,3284,348,0.4138,0.9205,0.5658
3255,6722,4,0.313,0.9188,0.4948
3255,6723,28,0.4138,0.8574,0.5469
3255,6724,347,0.4138,0.7422,0.5123
3255,6727,2,0.4138,0.8772,0.5528
3255,6736,1,0.4138,0.9038,0.5608
3255,6737,1,0.4138,0.9318,0.5692
3255,6739,5,0.5786,0.9286,0.6836
3255,6740,1,0.2656,0.9101,0.459
3255,6742,1,0.4138,0.8264,0.5376
3255,6743,3,0.5786,0.9672,0.6952
3255,6746,347,0.4138,0.8953,0.5583
3255,7224,2,0.4138,0.8553,0.5463
3255,7232,47,0.4138,0.9547,0.5761
3255,7233,165,0.4138,0.861,0.548
3255,7234,52,0.4138,0.8356,0.5403
3255,7237,306,0.4138,0.9027,0.5605
3256,3257,1,0.2656,0.9047,0.4573
3256,3265,344,0.2656,0.9049,0.4574
3256,3271,1,0.2656,0.8909,0.4532
3256,3272,14,0.2656,0.9016,0.4564
3256,3273,260,0.2656,0.9006,0.4561
3256,3277,9,0.2656,0.8918,0.4535
3256,3278,344,0.2656,0.9218,0.4625
3256,3279,3,0.2656,0.94,0.4679
3256,3283,259,0.2656,0.8956,0.4546
3256,6719,4,0.4479,0.8982,0.583
3256,6721,9,0.2656,0.9286,0.4645
3256,6723,25,0.2656,0.8822,0.4506
3256,6724,344,0.2656,0.9083,0.4584
3256,6725,174,0.2656,0.9249,0.4634
3256,6727,1,0.2656,0.9289,0.4646
3256,6742,4,0.2656,0.8855,0.4516
3256,7235,344,0.2656,0.9046,0.4573
3257,3259,48,0.4138,0.8518,0.5452
3257,3260,330,0.5209,0.9175,0.6399
3257,3262,764,0.5209,0.8957,0.6333
3257,3265,343,0.3727,0.9489,0.5455
3257,3266,5,0.5209,0.9228,0.6415
3257,3271,2,0.4138,0.9301,0.5687
3257,3272,13,0.4138,0.9352,0.5702
3257,3273,259,0.4138,0.8502,0.5447
3257,3274,3,0.4138,0.8786,0.5532
3257,3275,5,0.5209,0.9294,0.6434
3257,3277,8,0.5209,0.9425,0.6474
3257,3278,343,0.4138,0.9724,0.5814
3257,3279,4,0.4138,0.9571,0.5768
3257,3281,2,0.5209,0.8428,0.6175
3257,3282,49,0.4138,0.8705,0.5508
3257,3283,258,0.5209,0.8629,0.6235
3257,3284,344,0.5209,0.9454,0.6482
3257,6719,3,0.2656,0.8903,0.453
3257,6721,8,0.2656,0.9395,0.4678
3257,6723,24,0.5209,0.9353,0.6452
3257,6724,343,0.5209,0.8604,0.6228
3257,6725,173,0.2656,0.9411,0.4683
3257,6727,2,0.5209,0.9632,0.6536
3257,6732,982,0.5209,0.9369,0.6457
3257,6735,460,0.5209,0.9086,0.6372
3257,6736,5,0.5209,0.94,0.6466
3257,6737,5,0.5209,0.8816,0.6291
3257,6739,1,0.5209,0.9091,0.6374
3257,6740,5,0.2656,0.9492,0.4707
3257,6742,5,0.5209,0.9368,0.6457
3257,6743,1,0.4138,0.933,0.5696
3257,6746,343,0.4138,0.9472,0.5738
3257,7224,2,0.4138,0.9311,0.569
3257,7227,974,0.5209,0.8929,0.6325
3257,7229,390,0.5209,0.8783,0.6281
3257,7232,43,0.5209,0.8771,0.6278
3257,7233,161,0.4138,0.843,0.5426
3257,7234,48,0.4138,0.8693,0.5505
3257,7235,343,0.3727,0.9098,0.5338
3257,7236,803,0.5209,0.8428,0.6175
3257,7237,302,0.5209,0.8758,0.6274
3258,3262,189,0.3427,0.7162,0.4547
3258,7238,4,0.3482,0.954,0.5299
3259,3260,282,0.5651,0.848,0.65
3259,3266,53,0.4138,0.825,0.5372
3259,3271,50,0.4138,0.7991,0.5294
3259,3272,35,0.4138,0.8488,0.5443
3259,3273,211,0.5377,0.9081,0.6488
3259,3274,51,0.4138,0.775,0.5222
3259,3275,53,0.4138,0.8345,0.54
3259,3277,40,0.5651,0.8524,0.6513
3259,3278,295,0.4138,0.8589,0.5473
3259,3279,52,0.4138,0.8751,0.5522
3259,3280,10,0.3482,0.8632,0.5027
3259,3281,50,0.4138,0.8033,0.5307
3259,3282,1,0.6138,0.8983,0.6992
3259,3283,210,0.4138,0.9105,0.5628
3259,3284,296,0.5651,0.8547,0.652
3259,6723,24,0.4138,0.8177,0.535
3259,6724,295,0.4138,0.8109,0.5329
3259,6727,50,0.5651,0.8378,0.6469
3259,6736,53,0.5651,0.8341,0.6458
3259,6737,53,0.4138,0.8338,0.5398
3259,6739,47,0.4138,0.845,0.5432
3259,6742,53,0.4138,0.7978,0.529
3259,6743,49,0.4138,0.853,0.5456
3259,6746,295,0.4138,0.8347,0.5401
3259,7224,50,0.4138,0.8207,0.5359
3259,7227,1022,0.5651,0.8703,0.6567
3259,7229,342,0.5651,0.8123,0.6393
3259,7232,5,0.4138,0.8415,0.5421
3259,7233,113,0.5651,0.9006,0.6658
3259,7236,755,0.5651,0.7557,0.6223
3259,7237,254,0.5651,0.8481,0.65
3260,3262,434,0.5209,0.9515,0.6501
3260,3265,13,0.3727,0.8658,0.5206
3260,3266,335,0.5209,0.9422,0.6473
3260,3268,138,0.4138,0.9275,0.5679
3260,3271,332,0.4138,0.8506,0.5449
3260,3272,317,0.4138,0.887,0.5558
3260,3273,71,0.4138,0.8191,0.5354
3260,3274,333,0.4138,0.7795,0.5235
3260,3275,335,0.5209,0.9376,0.6459
3260,3277,322,0.6138,0.9249,0.7071
3260,3278,13,0.4138,0.9248,0.5671
3260,3279,334,0.4138,0.9139,0.5638
3260,3280,272,0.2995,0.8416,0.4621
3260,3281,332,0.5209,0.9029,0.6355
3260,3282,281,0.5651,0.8674,0.6558
3260,3283,72,0.5209,0.843,0.6175
3260,3284,14,0.6138,0.9422,0.7123
3260,6723,306,0.5209,0.8729,0.6265
3260,6724,13,0.5209,0.7848,0.6001
3260,6727,332,0.6138,0.8746,0.6921
3260,6735,130,0.5209,0.941,0.6469
3260,6736,335,0.6138,0.9031,0.7006
3260,6737,335,0.5209,0.9006,0.6348
3260,6739,329,0.5209,0.8855,0.6303
3260,6740,335,0.2656,0.9443,0.4692
3260,6742,335,0.5209,0.8396,0.6165
3260,6743,331,0.4138,0.9355,0.5703
3260,6746,13,0.4138,0.8852,0.5552
3260,7224,332,0.4138,0.8872,0.5558
3260,7229,60,0.6138,0.883,0.6946
3260,7232,287,0.5209,0.9142,0.6389
3260,7233,169,0.5651,0.8872,0.6618
3260,7234,282,0.4138,0.8701,0.5507
3260,7235,13,0.3727,0.8904,0.528
3260,7236,473,0.6138,0.8852,0.6952
3260,7237,28,0.6138,0.9158,0.7044
3262,3266,769,0.5209,0.8888,0.6313
3262,3268,296,0.4138,0.9001,0.5597
3262,3275,769,0.5209,0.8891,0.6313
3262,3277,756,0.5209,0.8798,0.6286
3262,3281,766,0.5209,0.8592,0.6224
3262,3283,506,0.5209,0.8303,0.6137
3262,3284,420,0.5209,0.9205,0.6408
3262,3465,3,0.4138,0.7902,0.5267
3262,6723,740,0.5209,0.8615,0.6231
3262,6724,421,0.5209,0.8228,0.6115
3262,6727,766,0.5209,0.8598,0.6226
3262,6735,304,0.5209,0.9265,0.6426
3262,6736,769,0.5209,0.8586,0.6222
3262,6737,769,0.5209,0.8712,0.626
3262,6739,763,0.5209,0.8395,0.6165
3262,6742,769,0.5209,0.8239,0.6118
3262,7229,374,0.5209,0.8412,0.617
3262,7232,721,0.5209,0.8653,0.6242
3262,7236,39,0.5209,0.8783,0.6281
3262,7237,462,0.5209,0.8763,0.6275
3262,7238,193,0.3427,0.726,0.4577
3263,6743,216,0.3272,0.8078,0.4714
3265,3266,348,0.3727,0.8574,0.5181
3265,3271,345,0.2656,0.9092,0.4587
3265,3272,330,0.2656,0.9083,0.4584
3265,3274,346,0.2656,0.8923,0.4536
3265,3275,348,0.3727,0.8742,0.5232
3265,3277,335,0.3727,0.8981,0.5303
3265,3279,347,0.2656,0.9335,0.466
3265,3281,345,0.3727,0.7831,0.4958
3265,3283,85,0.3727,0.8395,0.5127
3265,3284,1,0.3727,0.8961,0.5297
3265,3435,428,0.5223,0.9904,0.6627
3265,6721,335,0.2656,0.9384,0.4674
3265,6723,319,0.3727,0.9134,0.5349
3265,6725,170,0.5223,0.9301,0.6446
3265,6727,345,0.3727,0.9554,0.5475
3265,6735,117,0.3727,0.8623,0.5196
3265,6736,348,0.3727,0.8825,0.5257
3265,6737,348,0.3727,0.8564,0.5178
3265,6739,342,0.3727,0.8611,0.5192
3265,6740,348,0.2656,0.898,0.4553
3265,6742,348,0.3727,0.9157,0.5356
3265,6743,344,0.2656,0.8883,0.4524
3265,7224,345,0.2656,0.895,0.4544
3265,7229,47,0.3727,0.8382,0.5124
3265,7232,300,0.3727,0.8211,0.5072
3265,7237,41,0.3727,0.8197,0.5068
3266,3271,3,0.4138,0.866,0.5495
3266,3272,18,0.4138,0.8787,0.5533
3266,3273,264,0.4138,0.7781,0.5231
3266,3274,2,0.4138,0.7896,0.5266
3266,3277,13,0.5209,0.9433,0.6476
3266,3278,348,0.4138,0.9181,0.5651
3266,3279,1,0.4138,0.9183,0.5652
3266,3281,3,0.5209,0.8824,0.6293
3266,3282,54,0.4138,0.848,0.5441
3266,3283,263,0.5209,0.8045,0.606
3266,3284,349,0.5209,0.9492,0.6494
3266,6722,5,0.3482,0.9166,0.5187
3266,6723,29,0.5209,0.8943,0.6329
3266,6724,348,0.5209,0.7631,0.5936
3266,6727,3,0.5209,0.8979,0.634
3266,6732,977,0.5209,0.9352,0.6452
3266,6735,465,0.5209,0.915,0.6391
3266,6739,6,0.6138,0.9305,0.7088
3266,6743,4,0.5786,0.9578,0.6924
3266,6746,348,0.4138,0.8936,0.5578
3266,7224,3,0.4138,0.8788,0.5533
3266,7227,969,0.5209,0.9211,0.641
3266,7229,395,0.5209,0.8705,0.6258
3266,7232,48,0.5209,0.9408,0.6469
3266,7233,166,0.4138,0.8661,0.5495
3266,7234,53,0.4138,0.8417,0.5422
3266,7235,348,0.3727,0.8465,0.5148
3266,7236,808,0.5209,0.8709,0.6259
3266,7237,307,0.5209,0.9046,0.636
3268,3272,455,0.5786,0.8381,0.6565
3268,3273,209,0.4138,0.7731,0.5216
3268,3278,125,0.4138,0.8907,0.5569
3268,3283,210,0.4138,0.7906,0.5269
3268,3284,124,0.4138,0.9061,0.5615
3268,3465,299,0.4138,0.7436,0.5128
3268,6724,125,0.4138,0.7587,0.5173
3268,6735,8,0.4138,0.9385,0.5712
3268,6746,125,0.4138,0.8734,0.5517
3268,7229,78,0.4138,0.8664,0.5496
3268,7233,307,0.4138,0.8442,0.5429
3268,7236,335,0.4138,0.8679,0.55
3268,7237,166,0.4138,0.8819,0.5543
3271,3272,15,0.4138,0.9216,0.5662
3271,3273,261,0.4138,0.8167,0.5347
3271,3274,1,0.4138,0.9041,0.5609
3271,3275,3,0.4138,0.8484,0.5442
3271,3277,10,0.4138,0.8977,0.559
3271,3278,345,0.4138,0.9325,0.5694
3271,3279,2,0.4138,0.9168,0.5647
3271,3282,51,0.4138,0.8129,0.5335
3271,3283,260,0.4138,0.825,0.5372
3271,3284,346,0.4138,0.8523,0.5454
3271,6719,5,0.2656,0.8852,0.4515
3271,6721,10,0.2656,0.9283,0.4644
3271,6723,26,0.4138,0.9213,0.5661
3271,6724,345,0.4138,0.8843,0.5549
3271,6725,175,0.2656,0.9165,0.4609
3271,6736,3,0.4138,0.926,0.5675
3271,6737,3,0.4138,0.8191,0.5354
3271,6739,3,0.4138,0.8734,0.5517
3271,6740,3,0.2656,0.8835,0.451
3271,6742,3,0.4138,0.9443,0.573
3271,6743,1,0.4138,0.8545,0.546
3271,6746,345,0.4138,0.8923,0.5574
3271,7232,45,0.4138,0.7832,0.5246
3271,7233,163,0.4138,0.7729,0.5215
3271,7234,50,0.4138,0.8103,0.5328
3271,7237,304,0.4138,0.7875,0.5259
3272,3273,246,0.4138,0.8718,0.5512
3272,3274,16,0.4138,0.8725,0.5514
3272,3275,18,0.4138,0.872,0.5513
3272,3277,5,0.4138,0.9165,0.5646
3272,3278,330,0.4138,0.9428,0.5725
3272,3279,17,0.4138,0.9229,0.5665
3272,3281,15,0.4138,0.7941,0.5279
3272,3282,36,0.4138,0.8764,0.5526
3272,3283,245,0.4138,0.8911,0.557
3272,3284,331,0.4138,0.8995,0.5595
3272,6719,10,0.2656,0.8866,0.4519
3272,6721,5,0.2656,0.9157,0.4607
3272,6723,11,0.4138,0.9356,0.5704
3272,6724,330,0.4138,0.8774,0.5529
3272,6725,160,0.2656,0.9353,0.4665
3272,6727,15,0.4138,0.9232,0.5666
3272,6736,18,0.4138,0.9167,0.5647
3272,6737,18,0.4138,0.8146,0.5341
3272,6739,12,0.4138,0.8853,0.5553
3272,6740,18,0.2656,0.9024,0.4566
3272,6742,18,0.4138,0.8954,0.5583
3272,6743,14,0.4138,0.8783,0.5532
3272,6746,330,0.4138,0.8852,0.5552
3272,7224,15,0.4138,0.8949,0.5581
3272,7232,30,0.4138,0.8132,0.5336
3272,7233,148,0.4138,0.8309,0.5389
3272,7234,35,0.4138,0.8481,0.5441
3272,7235,330,0.2656,0.9043,0.4572
3272,7237,289,0.4138,0.834,0.5399
3273,3274,262,0.4138,0.7957,0.5284
3273,3275,264,0.4138,0.7846,0.5251
3273,3277,251,0.4138,0.8263,0.5376
3273,3278,84,0.4138,0.8574,0.5469
3273,3279,263,0.4138,0.8657,0.5494
3273,3281,261,0.4138,0.7405,0.5118
3273,3282,210,0.5377,0.9115,0.6498
3273,3283,1,0.4138,0.966,0.5795
3273,3284,85,0.4138,0.8192,0.5354
3273,6723,235,0.4138,0.8427,0.5425
3273,6724,84,0.4138,0.8243,0.537
3273,6727,261,0.4138,0.8374,0.5409
3273,6735,201,0.4138,0.8108,0.5329
3273,6736,264,0.4138,0.8194,0.5355
3273,6737,264,0.4138,0.7691,0.5204
3273,6739,258,0.4138,0.8051,0.5312
3273,6742,264,0.4138,0.7998,0.5296
3273,6743,260,0.4138,0.804,0.5309
3273,6746,84,0.4138,0.7908,0.5269
3273,7224,261,0.4138,0.8143,0.534
3273,7229,131,0.4138,0.7653,0.5193
3273,7232,216,0.4138,0.7592,0.5174
3273,7233,98,0.4138,0.8653,0.5493
3273,7234,211,0.5377,0.862,0.635
3273,7237,43,0.4138,0.8113,0.5331
3274,3275,2,0.4138,0.7842,0.5249
3274,3277,11,0.4138,0.8346,0.5401
3274,3278,346,0.4138,0.8867,0.5557
3274,3279,1,0.4138,0.8735,0.5517
3274,3281,1,0.4138,0.6987,0.4993
3274,3282,52,0.4138,0.7606,0.5178
3274,3283,261,0.4138,0.8038,0.5308
3274,3284,347,0.4138,0.7913,0.5271
3274,6721,11,0.2656,0.9131,0.4599
3274,6723,27,0.4138,0.8749,0.5521
3274,6724,346,0.4138,0.868,0.5501
