doc_i,doc_j,w,s_ref,s_emb,dias,largo,grado_i,grado_j,triangulos,embeddedness,edge_betweenness,puente,articulacion_adyacente,ref_objeto,ref_territorio,ref_actor,idf_max_ref_compartido
1890,1892,0.6413,0.5832,0.777,106,False,14,14,13,1.0,7e-05,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1890,1895,0.6481,0.5832,0.7995,169,False,14,14,13,1.0,7e-05,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1890,1902,0.6451,0.5832,0.7897,7,False,14,14,13,1.0,7e-05,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1890,1905,0.5219,0.4121,0.7783,3,False,14,11,9,0.6429,0.000154,False,False,acuerdo codelco-sqm,,,0.8241
1892,1895,0.6406,0.5832,0.7745,63,False,14,14,13,1.0,7e-05,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1892,1902,0.6231,0.5832,0.7163,113,False,14,14,13,1.0,7e-05,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1892,1905,0.4991,0.4121,0.7022,109,False,14,11,9,0.6429,0.000154,False,False,acuerdo codelco-sqm,,,0.8241
1893,1899,0.6711,0.5599,0.9306,16,False,15,10,8,0.5333,0.015112,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1893,1904,0.6593,0.5599,0.8912,102,False,15,9,8,0.5714,0.007556,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1893,1938,0.6379,0.5599,0.82,555,True,15,10,8,0.5333,0.090671,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1893,1951,0.6322,0.5599,0.8008,551,True,15,9,8,0.5714,0.007556,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1895,1902,0.6602,0.5832,0.8401,176,False,14,14,13,1.0,7e-05,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1895,1905,0.5462,0.4121,0.8592,172,False,14,11,9,0.6429,0.000154,False,False,acuerdo codelco-sqm,,,0.8241
1899,1904,0.6751,0.5599,0.9439,118,False,10,9,8,0.8889,0.000139,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1899,1938,0.6371,0.5599,0.8172,539,True,10,10,8,0.8,0.001671,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1899,1951,0.6353,0.5599,0.811,535,True,10,9,8,0.8889,0.000139,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1900,1903,0.4624,0.2885,0.8683,9,False,3,10,2,0.2222,0.002112,False,False,,salar de atacama,contraloria general de la republica,0.8808
1902,1905,0.5406,0.4121,0.8404,4,False,14,11,9,0.6429,0.000154,False,False,acuerdo codelco-sqm,,,0.8241
1904,1938,0.6365,0.5599,0.8151,657,True,9,10,8,0.8889,0.000835,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1904,1951,0.6321,0.5599,0.8004,653,True,9,9,8,1.0,7e-05,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1909,1928,0.6846,0.5694,0.9532,1001,True,23,19,5,0.1429,0.002728,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1909,1930,0.6688,0.5694,0.9005,1001,True,23,19,5,0.1429,0.002728,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1909,1933,0.6839,0.5694,0.9508,945,True,23,18,6,0.1818,0.002499,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1909,1954,0.6827,0.5694,0.9471,945,True,23,18,6,0.1818,0.002499,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1909,2163,0.6121,0.5301,0.8036,180,False,23,24,14,0.4516,0.000268,False,False,estrategia nacional del litio,,estrategia nacional del litio,0.9724
1910,1928,0.679,0.5694,0.9346,1001,True,23,19,5,0.1429,0.002728,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1910,1930,0.6611,0.5694,0.8748,1001,True,23,19,5,0.1429,0.002728,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1910,1933,0.6805,0.5694,0.9398,945,True,23,18,6,0.1818,0.002499,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1910,1954,0.6806,0.5694,0.9398,945,True,23,18,6,0.1818,0.002499,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1910,2163,0.4693,0.3356,0.7813,180,False,23,24,14,0.4516,0.000268,False,False,estrategia nacional del litio,,,0.6712
1911,1928,0.6807,0.5694,0.9401,1001,True,23,19,5,0.1429,0.002728,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1911,1930,0.6659,0.5694,0.891,1001,True,23,19,5,0.1429,0.002728,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1911,1933,0.6811,0.5694,0.9415,945,True,23,18,6,0.1818,0.002499,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1911,1954,0.679,0.5694,0.9347,945,True,23,18,6,0.1818,0.002499,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1911,2163,0.4709,0.3356,0.7867,180,False,23,24,14,0.4516,0.000268,False,False,estrategia nacional del litio,,,0.6712
1912,2163,0.4579,0.3356,0.7433,180,False,15,24,14,0.6087,0.000287,False,False,estrategia nacional del litio,,,0.6712
1913,1928,0.6787,0.5694,0.9336,1001,True,23,19,5,0.1429,0.002728,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1913,1930,0.6597,0.5694,0.8703,1001,True,23,19,5,0.1429,0.002728,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1913,1933,0.6779,0.5694,0.9309,945,True,23,18,6,0.1818,0.002499,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1913,1954,0.679,0.5694,0.9348,945,True,23,18,6,0.1818,0.002499,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1913,2163,0.4698,0.3356,0.7831,180,False,23,24,14,0.4516,0.000268,False,False,estrategia nacional del litio,,,0.6712
1915,2163,0.6023,0.5301,0.7709,180,False,16,24,15,0.6522,0.00011,False,False,estrategia nacional del litio,,estrategia nacional del litio,0.9724
1917,1926,0.7317,0.656,0.9084,1,False,12,12,10,0.8333,0.000125,False,False,salar futuro,salar de atacama,consejo de pueblos atacamenos,0.8443
1919,1920,0.4504,0.2339,0.9557,1,False,4,1,0,0.0,0.011765,True,True,,salar de atacama,consejo de pueblos atacamenos,0.6076
1921,1925,0.491,0.3123,0.908,146,False,4,4,3,1.0,7e-05,False,False,,salar de atacama,codelco y sqm;consejo de pueblos atacamenos,0.8339
1921,1970,0.4905,0.3123,0.9061,9,False,4,5,3,0.75,0.000104,False,False,,salar de atacama,codelco y sqm;consejo de pueblos atacamenos,0.8339
1923,1926,0.7397,0.656,0.935,1,False,13,12,10,0.7692,0.001042,False,False,salar futuro,salar de atacama,consejo de pueblos atacamenos,0.8443
1923,1934,0.4528,0.2339,0.9637,1,False,13,6,0,0.0,0.017128,False,False,,salar de atacama,consejo de pueblos atacamenos,0.6076
1925,1970,0.4781,0.3123,0.8648,155,False,4,5,3,0.75,0.000104,False,False,,salar de atacama,codelco y sqm;consejo de pueblos atacamenos,0.8339
1928,1933,0.6836,0.5694,0.95,56,False,19,18,15,0.75,9.1e-05,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1928,1954,0.675,0.5694,0.9211,56,False,19,18,15,0.75,9.1e-05,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1928,1972,0.6048,0.4571,0.9493,56,False,19,13,10,0.5,0.000548,False,False,estrategia nacional del litio,,consejo de pueblos atacamenos,0.6712
1928,2206,0.4974,0.3356,0.875,6,False,19,22,13,0.5,0.001024,False,False,estrategia nacional del litio,,,0.6712
1928,2209,0.4982,0.3356,0.8776,342,False,19,28,13,0.4062,0.003034,False,False,estrategia nacional del litio,,,0.6712
1928,2210,0.5727,0.4479,0.8639,1,False,19,14,11,0.55,0.000517,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1928,2211,0.5438,0.4479,0.7674,5,False,19,15,12,0.6,0.000449,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1930,1933,0.6693,0.5694,0.9022,56,False,19,18,15,0.75,9.1e-05,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1930,1954,0.6507,0.5694,0.8404,56,False,19,18,15,0.75,9.1e-05,False,False,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1930,1972,0.5895,0.4571,0.8984,56,False,19,13,10,0.5,0.000548,False,False,estrategia nacional del litio,,consejo de pueblos atacamenos,0.6712
1930,2206,0.514,0.3356,0.9303,6,False,19,22,13,0.5,0.001024,False,False,estrategia nacional del litio,,,0.6712
1930,2209,0.5162,0.3356,0.9376,342,False,19,28,13,0.4062,0.003034,False,False,estrategia nacional del litio,,,0.6712
1930,2210,0.5885,0.4479,0.9166,1,False,19,14,11,0.55,0.000517,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1930,2211,0.5536,0.4479,0.8003,5,False,19,15,12,0.6,0.000449,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1933,2206,0.4987,0.3356,0.8792,50,False,18,22,12,0.4615,0.001031,False,False,estrategia nacional del litio,,,0.6712
1933,2209,0.492,0.3356,0.8568,286,False,18,28,12,0.375,0.003041,False,False,estrategia nacional del litio,,,0.6712
1933,2210,0.5614,0.4479,0.8261,57,False,18,14,10,0.5,0.000524,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1933,2211,0.5279,0.4479,0.7146,51,False,18,15,12,0.6316,0.000445,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1936,1945,0.5013,0.3123,0.9423,1,False,2,4,0,0.0,0.02339,True,True,,salar de atacama,acuerdo codelco-sqm para explotacion de litio;consejo de pueblos atacamenos,1.0
1938,1943,0.4519,0.2339,0.9607,2,False,10,3,0,0.0,0.121754,True,True,,salar de atacama,consejo de pueblos atacamenos,0.6076
1938,1951,0.7644,0.6815,0.9581,4,False,10,9,8,0.8889,0.000835,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,consejo de pueblos atacamenos,0.8952
1943,1945,0.4555,0.2339,0.9728,1,False,3,4,0,0.0,0.057431,True,True,,salar de atacama,consejo de pueblos atacamenos,0.6076
1954,2206,0.4755,0.3356,0.8019,50,False,18,22,12,0.4615,0.001031,False,False,estrategia nacional del litio,,,0.6712
1954,2209,0.4723,0.3356,0.7913,286,False,18,28,12,0.375,0.003041,False,False,estrategia nacional del litio,,,0.6712
1954,2210,0.5456,0.4479,0.7735,57,False,18,14,10,0.5,0.000524,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1954,2211,0.5213,0.4479,0.6927,51,False,18,15,12,0.6316,0.000445,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1972,2206,0.4966,0.3356,0.8725,50,False,13,22,11,0.5,0.0009,False,False,estrategia nacional del litio,,,0.6712
1972,2209,0.4901,0.3356,0.8505,286,False,13,28,11,0.3929,0.003939,False,False,estrategia nacional del litio,,,0.6712
1972,2210,0.4786,0.3356,0.8122,57,False,13,14,9,0.5625,0.000114,False,False,estrategia nacional del litio,,,0.6712
2094,2199,0.6324,0.4917,0.9605,1,False,4,4,2,0.5,0.000104,False,False,,salar de agua amarga,"comunidades colla (geoxcultuxial, comuna diego de almagro, chiyagua, runa urka y martires jeronimo);ministerio de mineria",1.0
2206,2209,0.7527,0.6866,0.9069,336,False,22,28,21,0.7778,0.001227,False,False,estrategia nacional del litio,salar de maricunga,comunidad colla pai ote,0.8952
2206,2210,0.5029,0.3356,0.8932,7,False,22,14,13,0.619,0.000832,False,False,estrategia nacional del litio,,,0.6712
2206,2211,0.4577,0.3356,0.7425,1,False,22,15,14,0.6667,0.000803,False,False,estrategia nacional del litio,,,0.6712
2209,2210,0.5123,0.3356,0.9246,343,False,28,14,13,0.4815,0.003734,False,False,estrategia nacional del litio,,,0.6712
2209,2211,0.4745,0.3356,0.7985,337,False,28,15,14,0.5185,0.003643,False,False,estrategia nacional del litio,,,0.6712
2210,2211,0.5643,0.4479,0.8358,6,False,14,15,12,0.8,9e-05,False,False,estrategia nacional del litio,salar de atacama,,0.6712
